NAME,LATITUDE,LONGITUDE
PETEROA GLACIER GROUP,-35.25,-70.59
PEULLA,-41.1301,-71.911
PICHILLANCAHUE,-39.45,-71.92
PINGO,-51.03,-73.35
PINGO,-50.9718,-73.3914
PIO XI (BRUEGGEN),-49.22,-74
PIRAMIDE,-33.59,-69.89
PISCIS,-47.45,-73.42
POMERAPE 1,-18.12,-69.125
POMERAPE 2,-18.125,-69.125
POMERAPE 3,-18.14,-69.125
POMERAPE 4,-18.13,-69.13
POMERAPE 5,-18.13,-69.14
POMERAPE ICE CAP,-18.12,-69.12
PUNTIAGUDO,-40.97,-72.26
PUYEHUE,-40.58,-72.11
REICHER,-46.55,-73.47
REICHER NE,-46.48,-73.58
REICHER SW,-46.48,-73.58
RISOPATRON,-33.13,-70.08
RONCAGLI,-54.83,-69.23
SAN QUINTIN,-46.87,-74.08
SAN RAFAEL,-46.68,-73.85
SCHIAPARELLI,-54.4,-70.86
SIERRA NEVADA,-38.6,-71.57
SIERRA VELLUDA,-37.46,-71.42
SILLAJHUAY 1,-19.76,-68.695
SILLAJHUAY 2,-19.76,-68.7
SILLAJHUAY 3,-19.76,-68.71
SILLAJHUAY ICE CAP,-19.74,-69.69
SNOWY,-51.37,-73.57
SNOWY,-51.3659,-73.5073
SOLER,-46.9,-73.18
SPEGAZZINI,-50.2407,-73.4189
STEFFEN,-47.53,-73.7
STOPPANI,-54.77,-69.03
STRINDBERG,-46.9,-73.7
STRINDBERG,-46.934,-73.675
TAPADO,-30.14,-69.93
TEMPANO,-48.73,-74.05
TEMPANO,-48.7573,-73.6923
TEMPANO + OCCIDENTAL,-48.8,-73.8
TEMPANOS,-48.6,-73.9
TINGUIRIRICA,-34.84,-70.34
TOLHUACA,-38.3,-71.65
TORO 1,-29.332,-70.019
TORO 2,-29.33,-70.024
TRINIDAD,-49.42,-73.75
TRONQUITOS,-28.53,-69.72
TUPUNGATITO 1,-33.42,-69.82
TUPUNGATITO 2,-33.42,-69.85
TUPUNGATITO 3,-33.43,-69.85
TUPUNGATITO 4,-33.43,-69.82
TUPUNGATITO 5,-33.47,-69.83
TUPUNGATITO ICE CAP,-33.42,-69.83
TURBIDO,-39.44,-71.91
TURBIO,-39.42,-71.88
TYNDALL,-51.17,-73.33
U-2,-47.448,-73.502
U-4,-47.322,-73.332
U-5,-47.05,-73.373
U-6,-46.65,-73.235
U-7,-46.938,-73.281
UNIVERSIDAD,-34.7,-70.33
UNIVERSIDAD,-34.6072,-70.3361
VENTISQUERO,-54.67,-70.11
VERDE,-41.1746,-71.8956
VERDE,-46.483,-73.47
VURILOCHES,-41.1759,-71.9235
YATES 1,-41.76,-72.4
YATES 2,-41.8,-72.37
24K,29.757,95.73
AERQIALETEER GLACIER,42.4,80.949
AKESHAYI GLACIER,36.046,79.448
ANGGE GLACIER,28.078,90.721
ARU RANGE,34.0284,82.2509
ASEJIA GLACIER,30.056,82.312
ASEJIAGUO GLACIER,30.085,82.215
ATA,29.13,96.82
AYACO,30,85
AYI GLACIER,28.316,86.457
AYILANAMA GLACIER,39.26,74.449
AYILANGSU GLACIER,41.935,79.839
BAD SWAT,39.519,74.034
BAIBUBU GLACIER,28.756,84.483
BAILANG GLACIER,28.068,90.78
BAIMA GLACIER,28.297,90.714
BAISHUI NO. 1,27.4,100.15
BAMA GLACIER,28.592,84.962
BAMOLELINGJIA GLACIER,28.285,86.218
BANGBUXI GLACIER,31.978,79.932
BANONG GLACIER,31.939,79.951
BAOHONGLIGLACIER ,27.945,88.86
BAQUDE,28.244,90.32
BEI YENGISOGAT,36.0026,76.1331
BEIGONGDACIREN GLACIER,30.372,80.787
BEIJIA GLACIER,31.824,94.745
BEIMONUOMAHA GLACIER,36.116,90.962
BEIMONUOMAHA GLACIER,36.119,90.982
BEIMONUOMAHA GLACIER,36.117,91.014
BEIMONUOMAHA GLACIER,36.106,91.076
BEISHENIAN GLACIER,39.217,98.538
BILANG GLACIER,30.339,90.407
BILANG GLACIER,30.329,90.412
BIMAQUE GLACIER,29.179,96.845
BIMAQUE GLACIER,29.157,96.897
BINGTAN GLACIER,41.78,79.925
BODA GLACIER,30.264,90.361
BOGE GLACIER,29.726,95.727
BOGE GLACIER,29.74,95.747
BUDONGBING GLACIER,29.152,97.053
CENTRAL YULINCHUAN CYG,36.38,87.301
CHACANGPU GLACIER,28.618,85.388
CHACONG GLACIER,28.118,86.077
CHANG,36.0026,76.1331
CHANG TOK EAST,35.8495,76.2977
CHANG TOK WEST,35.8495,76.2977
CHANGLIE GLACIER,28.224,90.579
CHANGREJIANG GLACIER,28.284,90.672
CHANONGEMA GLACIER,30.845,82.721
CHAXIEQUDENG GLACIER,28.316,86.198
CHAXIEQUDENG GLACIER,28.322,86.216
CHONGCE GLACIER,35.317,81.099
CHONGCE ICE CAP,35.24,81.12
CHONGTAR,35.8495,76.2977
CHUTANJIMA GLACIER,27.976,88.271
CIRENMACO,28.2389,86.44
COLLIERY,35.67,94.18
CUOGONG GLACIER RIGHT BRANCH,29.848,96.355
CUOLANGMA GLACIER,28.329,86.301
CUONA GLACIER,27.94,87.968
CUOXIA GLACIER,28.215,87.601
DAGONGBA,29.58,101.87
DAMENHAI CHO,29.939,93.1542
DANGPU GLACIER,28.014,86.503
DANGPU GLACIER,28.032,86.519
DANONG GLACIER,29.217,96.96
DASUOPU,28.4167,85.6833
DEMU GLACIER,29.667,96.061
DINGRENQIEMA GLACIER,30.665,83.348
DONGZHI,28.184,90.574
DUDANG GLACIER,28.608,85.427
DUIYA GLACIER,28.329,86.358
DUNDE ICE CAP,38.119,96.381
DUNDE ICE CAP,38.106,96.393
DUNDE ICE CAP,38.128,96.401
DUNDE ICE CAP,38.091,96.414
DUNDE ICE CAP,38.122,96.418
DUNDE ICE CAP,38.068,96.419
DUNDE ICE CAP,38.055,96.428
DUNDE ICE CAP,38.116,96.432
DUNDE ICE CAP,38.094,96.451
DUOBU GLACIER,30.579,80.262
DUOBU GLACIER,30.576,80.293
DUOERLEI GLACIER,28.111,85.915
EAST BEIJIA GLACIER,31.816,94.775
EAST DUOSANGPU GLACIER,28.345,86.424
EAST RONGBUK,28.065,86.943
EAST RONGBUK GLACIER,28.05,86.93
EAST RONGBUK GLACIER,28.089,86.956
G075075E38189N,38.1907,75.083
G075084E38279N,38.2743,75.096
G075101E38308N,38.3168,75.1138
G075171E38163N,38.1665,75.1808
G075175E38297N,38.3125,75.1636
G075233E38272N,38.3002,75.219
GAERBU GLACIER,30.011,90.092
GANGBU GLACIER,28.579,85.521
GANGJIAQUBA GLACIER,33.46,91.171
GANGNALOU GLACIER,38.477,97.731
GANGZHUBENG GLACIER,30.24,81.381
GASHERBRUM,35.8056,76.6151
GASHERBRUM GLACIER,35.8056,76.6151
GASHERBRUM NORTH,35.8056,76.6151
GECHONGKANG,28.178,86.687
GECHONGKANG,28.2,86.713
GECHONGKANG,28.197,86.725
GECHONGKANG GLACIER,28.153,86.719
GELHAIPUCO,27.96,87.81
GENA GLACIER,30.347,90.651
GONGDACIREN GLACIER,30.339,80.811
GONGZHA GLACIER,29.415,96.512
GONGZHA GLACIER,29.094,97.121
GOZHA,35.27,81.08
GUDANG GLACIER,28.62,84.76
GUILA GLACIER,30.208,90.264
GULE,29.5,94.5
GULIYA,35.28,81.48
GUNSHI RIVER GLACIER,35.908,79.438
GUOLUO GLACIER,28.467,85.618
GUREN GLACIER,30.214,90.236
GURENHEKOU,30.183,90.467
HAILUOGOU,29.58,101.93
HALASI GL.,49.1,87.82
HALASIHE NO.18,49.17,87.78
HALONG GL.,36.75,99.5
HA-LUNG HALONG GLACIER,34.764,99.492
JIAGEZONG GLACIER,30.011,90.133
JIANGGUDIRU NORTH,33.4641,91.078
JIANGGUDIRU SOUTH,33.4208,91.103
JIANGMEIERGANGGALOU GLACIER,32.721,92.24
JIAOZONG GLACIER,29.566,96.661
JIEJIU GLACIER,28.26,90.686
JIMI GLACIER,27.921,87.944
JINABASHA GLACIER,28.596,85.479
JINALA GLACIER,30.473,81.354
JINCO,28.2,87.63
JINCUO GLACIER,28.194,87.614
JIQINGZHUBU GLACIER,30.068,81.12
JIUDA GLACIER,28.107,86.789
KADA GLACIER,28.047,87.007
KADAZHANGGELI GLACIER,28.103,86.985
KADAZHANGGELI GLACIER,28.081,86.986
KAER GLACIER,27.905,88.108
KALAGEYULE WUK.,42.28,80.37
KALAXIONG,38.2443,75.0939
KAMEITE GLACIER,31.055,79.567
KANGNONG GLACIER,30.354,82.015
KANGWURE,28.45,85.75
KANGXIONG GLACIER,27.986,86.992
KAPUSILANG GLACIER,42.21,81.014
KAZHENPU GLACIER,27.921,87.135
KAZUOPU GLACIER,27.998,87.854
KEGIKER,41.83,80.15
KEKEER GLACIER,41.783,79.989
KEKESAYI,38.2462,75.1929
KEKESAYI GLACIER,38.255,75.181
KEKESAYI GLACIER,38.278,75.218
KEKEWULONG GLACIER,41.787,80.015
KELIYANG GLACIER,36.712,77.78
KEMATULEJIA,38.2924,75.1016
KEMATULEJIA GLACIER,38.293,75.086
KEQIKEKUZIBAYI,41.955,80.548
KEQIKEKUZIWAYI GLACIER,41.956,80.546
KEQIKETIELIEKESU GLACIER,41.982,80.343
KEQIKETIELIEKESU GLACIER,42.043,80.352
KEQIKETIELIEKESU GLACIER,42.041,80.39
KEQIKETIELIEKESU GLACIER,42.001,80.432
KEQIKETUOER GLACIER,39.213,74.652
KIQIKTERANG,41.995,80.387
KONG GLACIER,29.594,96.089
KOXKAR,41.77,80.11
KULA GLACIER,28.25,90.625
KUOKUOSELE,38.1893,75.1509
KUOSIKULAKE,38.215,75.1112
LABEILANG GLACIER,27.859,87.142
LABEILANG GLACIER,27.837,87.159
LALAGA GLACIER,28.472,85.572
LALONG,30.424,90.54
LANGJIABAO,29.6665,95.0448
LANGMUSANG GLACIER,28.082,90.472
LANTAN GLACIER,28.312,85.641
LAOHUGOU,39.43,96.55
LAPATE NO.48,43.72,84.48
LAPATE NO.51,43.7,84.4
LAPATE NO.53,43.72,84.4
LAQU GLACIER,28.608,85.496
LASUOSA GLACIER,28.602,85.377
LAXIA GLACIER,27.961,88.119
LENGQING GLACIER,30.184,90.227
LISHENG GLACIER,30.21,90.31
LONGBASABA GLACIER,27.906,88.057
LONGDA,28.6754,85.411
LONGMOJIAN GLACIER,28.319,86.243
LUOSAI GLACIER,29.426,96.404
MAILA,28.06,90.646
MALAN,35.8333,90.7833
MALAN SHAN GLACIER,35.857,90.591
MEIKUANG,35.669,94.184
MELANG,28.45,99.73
MIDUI GLACIER,29.415,96.512
MINGZHEN GLACIER,30.531,80.394
MOGUNONG GLACIER,27.983,88.29
MONI,35.8495,76.2977
MONUOMAHA GLACIER,36.06,91.032
MURU GLACIER,29.8392,96.39209
MUZHAERT,42.3,80.02
MUZHAERTE GLACIER,42.354,80.86
MUZHAERTE GLACIER,42.305,80.922
MUZTAG ATA (GLACIER NO. 15),38.2378,75.0633
MUZTAG GLACIER,36.381,87.182
NABUDAJIANGGA,28.053,90.629
NADUO GLACIER,31.925,79.959
NAGIR GLACIER,35.5622,77.1581
NAIMONA NYI,30.45,81.333
NAINUOGERU,28.45,98.72
NALICUOMAI GLACIER,28.577,85.39
NAMUNANI GLACIER,30.451,81.275
NANJIABAWA,29.6665,95.0448
NIANBANONG GLACIER,28.572,85.352
NIANGLAI GLACIER,28.443,85.501
NINGCHAN GLACIER NO.1,37.517,101.838
NINONG GLACIER,30.03,90.142
NORTH JIANGGUDIRU GLACIER,33.463,91.071
PAHELUKE GLACIER,41.811,80.223
PANU,30.384,90.521
PANU GLACIER,30.39,90.521
PANU GLACIER,30.398,90.539
PAQU GLACIER,28.294,86.179
PARLUNG NO. 390,29.35,97.0167
PARLUNG NO. 94,29.3861,96.9756
PARLUNG ZANGBO: NO. 04,29.226,96.92
PARLUNG ZANGBO: NO. 10,29.283,96.9
PARLUNG ZANGBO: NO. 12,29.3,96.9
PUREPU GLACIER,28.357,85.643
PUREPU GLACIER,28.407,85.645
PUROGANGRI,33.95,89.1
QIANGYONG,28.85,90.23
QIERGANBULAK,38.23,75.1
QIMUGAN GLACIER,38.56,75.339
QIMUGAN GLACIER,38.613,75.4
QIMUGAN GLACIER,38.606,75.419
QIMUGAN GLACIER,38.596,75.438
QINBINGTAN NO 74,41.786,79.962
QINGBINGTAN GLACIER,41.78,79.894
QINGGA GLACIER,30.273,90.397
QINGGU GLACIER,29.075,97.046
QINGGU GLACIER,29.065,97.069
QIONGKALAZI GLACIER,36.179,79.277
QIONGKUERMU GLACIER,41.786,79.962
QIONGKUZIWAYI GLACIER,42.004,80.581
QIONGTAILAN GLACIER,41.946,80.239
QIONGTAILAN GLACIER,41.893,80.241
QIONGTAILAN GLACIER,42.005,80.251
QIONGTAILAN GLACIER,41.999,80.309
QIYI,39.24,97.756
QOGORI WEST,35.8495,76.2977
QUBIXIAMA,27.8476,88.922
QUEGUO GLACIER,29.304,96.886
QUGA GLACIER,30.428,90.706
QUNTAILAN,41.97,80.12
QUONGBIXIACO,28.8464,88.923
REGA GLACIER,28.231,90.671
REMA,28.147,90.52
REQIANG GLACIER,28.362,85.829
RONGBU,28.07,86.95
RONGBUK,28.094,86.821
RONGBUK GLACIER,28.048,86.83
RONGCUO GLACIER,29.575,96.012
SAGAN,35.6727,76.8027
SAMA GLACIER,29.554,96.134
SANGQING GLACIER,28.37,85.143
SANGWANG,28.2368,90.106
SAYIGAPEIR,41.87,80.2
SEBUGANGLUN GLACIER,28.058,90.849
SHALONG GLACIER,28.082,86.536
SHAYISHEBA GLACIER,41.845,80.203
SHAYISHEBA GLACIER,41.813,80.258
SHELA GLACIER,28.205,90.623
SHENGLANG GLACIER,28.112,90.599
SHENSHECHUAN GLACIER,36.578,87.391
SHEQIANG GLACIER,27.985,88.099
SHETOUCHUAN GLACIER,36.473,87.322
SHUIGUANHE NO.4,37.544,101.752
SHUIRIKE GLACIER,41.955,80.712
SIGONHE NO.4,43.83,88.33
SIGONHE NO.5,43.82,88.32
SINGKHU GLACIER,35.6134,77.045
SKAMRI SOUTH,36.0026,76.1331
SKAMRI YENGISOGAT. INSGAITI NORTH,36.0026,76.1331
SKYANG NW,35.9009,76.4829
SONGYU GLACIER,29.377,96.463
SOUTH JIANGGUDIRU GLACIER,33.424,91.091
SOUTH NAMUNANI GLACIER,30.421,81.313
SUGATYANATJILGA GLACIER,36.0026,76.1331
SUGHET,35.9009,76.4829
SUKALAKE GLACIER,41.801,80.267
SUZHULIAN LEFT BRANCH GLACIER,39.202,98.563
TAIYANGHU GLACIER,35.84,90.668
TANGSE GLACIER,30.429,90.609
TANGSE NO. 2,30.462,90.647
TARACO,28.1806,85.924
TATULU GOU,36.2806,76.4165
TAXITULUKE GLACIER,36.63,76.555
TOMUR,41.9321,79.9855
TUERGANGOU,43.1,94.35
TUGEBIELIQI,42.17,80.33
TUGEBIELIQI GLACIER,42.207,80.476
TUGEBIELIQI GLACIER,42.211,80.569
TUGEBIELIQI GLACIER,42.203,80.606
UNKNOWN 16,35.6696,76.9387
UNKNOWN 17,35.6134,77.045
URBAK GLACIER,35.6727,76.8027
URDOK,35.6727,76.8027
URUMQI GLACIER NO. 1,43.11759,86.8105
URUMQI GLACIER NO. 1 E-BRANCH,43.111,86.811
URUMQI GLACIER NO. 1 W-BRANCH,43.118,86.804
WEIGELE DANGXI.,36.83,99.45
WEISAPU GLACIER,28.642,85.407
WENJIA GLACIER,28.098,90.557
WEST BEIJIA GLACIER,31.839,94.72
WEST DUOSANGPU GLACIER,28.338,86.396
WEST MENBARI GLACIER,31.067,79.525
WEST MONUOMAHA GLACIER,36.076,90.884
WEST NAMUNANI GLACIER,30.43,81.267
WEST ZHAGAER GLACIER,34.279,79.587
WOBA GLACIER,28.775,85.061
WUERTUOTUOER GLACIER,39.265,74.51
WUJIU GLACIER,28.196,90.51
WUKUER GLACIER,42.307,80.35
WUKUER GLACIER,42.3,80.403
XIAO DONGKZMADI,33.17,92.13
XIAOGONGBA,29.6,101.85
XIBU,30.395,90.601
XIDATAN,35.67,94.27
XIEBUPU GLACIER,28.372,85.801
XIONGDEMO GLACIER,28.101,86.094
XIRINONGPU GLACIER,29.216,96.745
XITALEGE GLACIER,41.806,80.185
XUEYOUGU GLACIER,29.147,96.758
YAGNUNG YAGNING BINGCHUAN,29.334,96.657
YANATSUGAT GLACIER,35.8495,76.2977
YANGLONGHE NO.5,39.23,98.57
YANONG GLACIER,28.122,86.557
YANONG GLACIER,28.135,86.558
YANZIGOU,29.63,101.88
YARE GLACIER,27.981,88.308
YEBOKANGJIALE GLACIER,28.403,85.728
YEBOKANGJIALE GLACIER,28.386,85.751
YIEHELONG GL.,36.73,99.55
YINDAPU GLACIER,27.925,87.887
YULINCHUAN GLACIER,36.38,87.301
YULONG,27.12,100.2
ZAANZHESAN GLACIER,29.971,95.864
ZANACO,28.6628,85.372
ZELUNGLUNG ZELONGNONG,29.6226,95.032
ZENG,28.204,90.225
ZHADANG,30.476,90.633
ZHADANG,30.476,90.645
ZHANGWOMA GLACIER,28.727,85.126
ZHANGZANGBO,28.0664,86.065
ZHARILANG GLACIER,28.246,90.583
ZHAYU GLACIER,28.959,97.623
ZHENXIELI,28.244,90.277
ZHIZHAI GLACIER,27.902,87.985
ZHONGGEIMANONG GLACIER,31.847,94.684
ZHONGNI GLACIER,31.052,79.456
ZHONGXI,30.867,91.45
ZHUSE GLACIER,30.035,81.146
ZU GLACIER,36.002,90.901
ZUIMA GLACIER,29.839,96.432
ZUOGUZASAN GLACIER,29.953,95.926
ZUOQIUPU GLACIER,29.212,96.891
ALFOMBRALES,4.87,-75.33
ALFOMBRALES E,4.87,-75.33
ALFOMBRALES W,4.87,-75.33
AZUFRADO,4.9,-75.32
AZUFRADO E,4.9,-75.32
AZUFRADO W,4.9,-75.32
BOLIVAR,10.57,-73.72
BOLIVAR NE,10.57,-73.72
BOLIVAR S,10.57,-73.72
CAMPANILLAS,6.45,-72.3
CENTRAL,4.47,-75.22
CERRO CON-CAVO (7),6.45,-72.3
CERRO CON-CAVO (8),6.45,-72.3
CERRO NEVADO,3.983,-74.067
CERRO TOTI (B),6.45,-72.3
CERRO TOTI (C),6.45,-72.3
CERROS DE LA PLAZA,6.45,-72.3
CERROS DE LA PLAZA SE,6.45,-72.3
CHILES,0.83,-77.93
CINTURON ROCOSO,4.47,-75.22
CODAZZI,10.57,-73.72
CODAZZI N,10.57,-73.72
CODAZZI S,10.57,-73.72
COLON,10.57,-73.72
COLON N,10.57,-73.72
COLON S,10.57,-73.72
CONEJERAS,4.815,-75.373
CRATER,4.9,-75.32
CUMBAL,0.95,-77.87
DESA S,2.92,-76.05
DESA SE,2.92,-76.05
DESA WSW,2.92,-76.05
DIABLOS ROJOS,4.9,-75.33
EL AFRICA,4.47,-75.22
EL BOQUERON,4.47,-75.22
EL CASTILLO,6.45,-72.3
EL CASTILLO NE,6.45,-72.3
EL CASTILLO SE,6.45,-72.3
EL CISNE,2.926,-75.593
EL CONCAVO,6.45,-72.3
EL CONCAVO W,6.45,-72.3
EL CONCAVO W,6.45,-72.3
EL DIAMANTE,6.45,-72.3
EL ESPANOL,4.47,-75.22
EL HONGO,4.48,-75.22
EL JUDIO,6.45,-72.3
EL MAYOR,2.92,-76.05
EL OSO,2.92,-76.05
EL VENADO,2.92,-76.05
FARALLON,4.48,-75.22
GALERAS,1.22,-77.37
GUALI,4.9,-75.33
GUARDIAN,10.57,-73.72
GUARDIAN NE,10.57,-73.72
GUARDIAN S,10.57,-73.72
HOJALARGA 1,6.45,-72.3
LA ALSACIA,4.47,-75.22
LA CABANA,4.9,-75.3
LA CRISTALINA,4.48,-75.22
LA LISA,4.92,-75.32
LA LISA E,4.92,-75.32
LA LISA W,4.92,-75.32
LA PLAZUELA,4.9,-75.3
LAGUNA AZUL,4.47,-75.37
LAGUNA GRANDE,6.45,-72.3
LAGUNA GRANDE SE,6.45,-72.3
LAGUNA GRANDE W,6.45,-72.3
LAGUNA GRANDE W,6.45,-72.3
LAGUNILLAS,4.88,-75.3
LENGUA SI-ESTE,4.81283,-75.36553
LENGUA SI-NESTE,4.82256,-75.36631
LENGUA SI-SUR,4.79233,-75.38097
LENGUA-SI 1,4.813,-75.3743
LENGUA-SI 2,4.82,-75.37
LENGUA-SI 4CEN,4.82,-75.37
LENGUA-SI 4DER,4.82,-75.37
LENGUA-SI 4IZQ,4.81044,-75.3795
LENGUA-SI 5,4.82,-75.37
LENGUA-SI 6,4.82,-75.37
LENGUA-SI 7,4.82,-75.37
LENGUA-SI 8,4.82,-75.37
LENGUA-SI 8DER,4.82,-75.37
LENGUA-SI N,4.82,-75.37
LENGUA-SI PNORTE,4.82,-75.37
LEONERA ALTA,4.88,-75.3
LOS RITACUBAS NE,6.45,-72.3
LOS RITACUBAS W,6.45,-72.3
MENDERS,10.57,-73.72
MENDERS N,10.57,-73.72
MENDERS S,10.57,-73.72
MOLINOS,4.9,-75.33
MOZUL,4.47,-75.22
NABOBA,10.57,-73.72
NABOBA N,10.57,-73.72
NABOBA S,10.57,-73.72
NEREIDAS,4.88,-75.33
OJEDA,10.57,-73.72
OJEDA N,10.57,-73.72
OJEDA S,10.57,-73.72
PA3,6.45,-72.3
PAB,6.45,-72.3
PAN DE AZUCAR,2.27,-76.35
PARRA LLERAS,10.57,-73.72
PARRA LLERAS N,10.57,-73.72
PARRA LLERAS S,10.57,-73.72
PASO BELLAVISTA (A),6.45,-72.3
PICACHO,6.45,-72.3
PICACHO NE,6.45,-72.3
PICACHO W,6.45,-72.3
PICOS SIN NOMBRE,6.45,-72.3
PICOS SIN NOMBRE  NE,6.45,-72.3
PICOS SIN NOMBRE  SE,6.45,-72.3
PULPITO DEL DIABLO,6.45,-72.3
PURACE,2.317,-76.4
QUINDIO,4.422,-75.638
RAMIREZ,10.57,-73.72
RAMIREZ N,10.57,-73.72
RAMIREZ S,10.57,-73.72
RECIO,4.87,-75.32
REINA,10.57,-73.72
REINA N,10.57,-73.72
REINA SE,10.57,-73.72
REINA SW,10.57,-73.72
RITACUBA BLANCO,6.494,-72.31
RUIZ ERAZO,10.57,-73.72
RUIZ ERAZO N,10.57,-73.72
RUIZ ERAZO S,10.57,-73.72
RUIZ WILCHES,10.57,-73.72
RUIZ WILCHES N,10.57,-73.72
RUIZ WILCHES S,10.57,-73.72
SAN PABLIN NORTE,6.45,-72.3
SAN PABLIN SUR,6.45,-72.3
SECTOR NORTE,2.92,-76.05
SIERRA DE NIEVECITAS,6.45,-72.3
SIERRA NEVADA DE EL COCUY,6.45,-72.3
SIERRA NEVADA DE LOS COCONUCOS,2.315,-74.4
SIERRA NEVADA DE SANTA MARTA,10.57,-73.72
SIMONS,10.57,-73.72
SIMONS N,10.57,-73.72
SIMONS NE,10.57,-73.72
SIMONS NW,10.57,-73.72
SIMONS S,10.57,-73.72
SOTARA,2.1,-76.6
TAYRONA,10.57,-73.72
TAYRONA N,10.57,-73.72
TAYRONA S,10.57,-73.72
TRIDENTE,4.88,-75.32
TULIO OSPINA,10.57,-73.72
TULIO OSPINA N,10.57,-73.72
TULIO OSPINA S,10.57,-73.72
VOLCAN NEVADO DEL HUILA,2.92,-76.05
VOLCAN NEVADO DEL RUIZ,4.895,-75.322
VOLCAN NEVADO DEL SANTA ISABEL,4.82,-75.37
VOLCAN NEVADO DEL TOLIMA,4.67,-75.33
BLAUEIS,47.5714,12.8658
HOELLENTAL,47.4232,10.993
SCHNEEFERNER N,47.4132,10.9728
SCHNEEFERNER S,47.4004,10.9726
WATZMANNGL.,47.5555,12.9288
ANTIZANA15ALPHA,-0.47,-78.15
COTOPAXI,-0.68,-78.44
ALBA,42.6553,0.6236
ANETO,42.63,0.65
BALAITUS SE,42.83,-0.28
BARRANCS,42.63,0.67
BRECHA LATOUR,42.83,-0.28
CLOT DE HOUNT,42.78,-0.15
CORONAS,42.63,0.63
CREGUENA E,42.63,0.63
CREGUENA N,42.63,0.63
CREGUENA S,42.63,0.63
CREGUENA W,42.63,0.63
INFIERNO E,42.78,-0.25
INFIERNO W,42.78,-0.25
INFIERNO WW,42.78,-0.25
LA PAUL,42.65,0.43
LAS ARGUALAS,42.77,-0.27
LAS FRONDELLAS,42.83,-0.28
LITEROLA,42.7,0.53
LLARDANA,42.65,0.43
LLOSAS,42.63,0.65
LOS GEMELOS,42.48,0.43
MALADETA,42.649,0.6393
MARBORECILINDRO,42.68,0.02
MONFERRAT,42.77,-0.13
PERDIDO INF,42.67,0.05
PERDIDO SUP,42.67,0.05
POSETS,42.65,0.43
PUNTA ZARRA,42.83,-0.23
ROBINERA,42.7039,0.137
SALENCAS,42.62,0.68
SOUM RAMOND SE,42.67,0.05
SOUM RAMOND SW,42.67,0.03
TAPOU,42.77,-0.13
TEMPESTADES,42.63,0.68
ARGENTIERE,45.9535,6.9846
BARD,45.1847,6.9333
BIONNASSAY,45.8468,6.8128
BLANC,44.9439,6.387
BOSSONS,45.8796,6.8649
"DRUS, GLACIER DE",45.9399,6.9561
GEBROULAZ,45.2979,6.6288
GIASET,45.1917,6.9236
LAMET,45.2417,6.9939
MARINET,45.55,6.87
MER DE GLACE,45.88,6.93
OSSOUE,42.7712,-0.14344
OULETTES,42.78,-0.14
"ROCHEMELON, GLACIER DE",45.22,6.068
SAINT SORLIN,45.1604,6.1602
SARENNES,45.11562,6.12853
TACONNAZ,45.8664,6.8443
TAILLON,42.7,-0.05
TALEFRE,45.924,6.972
TETE ROUSSE,45.85,6.82
TOUR,45.9863,6.9925
TRE LA TETE,45.7941,6.7894
ABANO,42.69135,44.52192
ABANO,42.6966,44.5384
ACHAPARA,43.19209,41.80863
ACHAPARA,43.12479,42.0955
ADEBA,43.22007,41.60574
ADISHI,43.01699,43.00594
ASMASHI,43.11911,42.83381
BOKO,42.75865,43.70837
BUBA,42.75055,43.74292
CHACHI,42.72357,44.05492
CHACHI,42.72409,44.50762
CHALAATI,43.13,42.7
CHANCHAKHI,42.7266,43.79023
CHEPARA,43.14309,42.10791
CHERNIDA,43.11044,42.53827
DALARI NORTHERN,43.20491,42.13691
DALARI SOUTHERN,43.19389,42.14374
DEVDORAK,42.7148,44.5229
DEVDORAKI NORTH,42.7136,44.5236
DEVDORAKI SOUTH,42.70441,44.53412
DOLRA,43.16846,42.52193
DOLRA,43.1832,42.52556
EDENA BIGGER,42.88498,43.37433
EDENA BIGGER,42.88388,43.38365
EZENGI,43.19014,42.53442
EZENGI,43.17916,42.55867
GERGETI,42.6772,44.5083
GULI,43.10629,42.66743
GVERGISHERI,43.1856,42.37476
KHACHRULA,42.9113,42.65389
KHALDE,42.99024,43.03569
KHARIKHARA (143A),43.09077,42.10441
KHARIKHRA,43.09892,42.09366
KHETSKVARA,43.20381,41.78153
KHIMSA NORTHERN,43.28486,41.18472
KHUTIA,43.17627,41.80371
KHVARGULA,42.80305,43.62716
KIBESHA,42.626,44.752
KICHKINEKOLBASHI,43.22551,42.31826
KIRTISHO,42.83374,43.58652
KLICHI,43.21472,41.8631
KOLKA,42.73,44.7
KORULDASHI,42.95472,43.15379
KOTSONIARA,42.77004,43.69288
KVARMASHI NORTHERN,43.21419,42.41548
KVISHI,43.17184,42.48967
KVISHI,43.11731,42.49331
KVITLODI,43.10395,42.93862
LABODA,42.87369,43.46736
LAHUSHTADRA,42.89488,42.68988
LAILA,42.92513,42.5235
LAILCHALA,42.91672,42.57203
LAZGH TSITI,42.56665,44.30091
LEADASHTI NORTH,43.18488,42.47582
LEADASHTI SOUTHERN,43.16357,42.46074
LEKHZIRI,43.1584,42.7372
LEKHZIRI CENTRAL,43.17115,42.76679
LONOURI,42.89507,42.75871
MAGUASHIKHRA EASTERN,43.11518,42.09527
MAILI,42.7276,44.49273
MARUKHI SOUTH,43.35275,41.40174
